gene_id,E2_rep1,E2_rep2,untr_rep1,untr_rep2
ENSG00000077152.5,1475,1266,1191,1068
ENSG00000203814.5,294,243,262,269
ENSG00000172752.10,2,3,2,4
ENSG00000106692.9,442,540,225,407
ENSG00000183840.5,62,165,165,95
ENSG00000120053.9,1433,1125,1176,1016
ENSG00000011523.9,872,788,254,159
ENSG00000237330.2,1619,1337,340,286
ENSG00000081307.8,715,672,770,582
ENSG00000159433.7,127,106,118,78
ENSG00000214871.3,19,18,32,29
ENSG00000131171.8,7689,7373,7181,6533
ENSG00000170091.6,5,4,4,12
ENSG00000123977.5,1,2,0,3
ENSG00000064995.12,1539,1329,1323,1253
ENSG00000165462.5,0,1,3,2
ENSG00000140718.14,555,253,557,377
ENSG00000128710.5,4,2,1,0
ENSG00000188295.10,201,213,144,129
ENSG00000170946.10,117,50,156,115
ENSG00000164897.8,1089,964,891,845
ENSG00000125505.12,2219,1858,1766,1555
ENSG00000119431.5,889,732,916,878
ENSG00000183048.7,814,548,649,513
ENSG00000112977.11,3487,3037,3303,2867
ENSG00000125398.5,167,165,50,84
ENSG00000183260.5,201,197,205,171
ENSG00000188120.10,1,1,1,1
ENSG00000091428.13,24,21,12,31
ENSG00000158955.6,5,1,4,6
ENSG00000153086.9,109,99,119,116
ENSG00000125285.4,0,0,0,1
ENSG00000161533.7,1721,1291,1529,1474
ENSG00000101654.13,1778,1370,1380,993
ENSG00000160058.14,1408,1404,1409,932
ENSG00000186326.3,34,56,68,52
ENSG00000155130.5,2549,2673,2633,3012
ENSG00000234438.2,0,0,0,0
ENSG00000174529.6,59,47,49,43
ENSG00000150051.9,9,8,5,11
ENSG00000113583.6,1451,1487,1393,1354
ENSG00000237763.5,0,2,2,2
ENSG00000166143.5,5,5,4,4
ENSG00000127993.10,410,139,264,298
ENSG00000205593.7,147,93,104,129
ENSG00000186787.7,184,191,210,198
ENSG00000235878.4,134,17,113,102
ENSG00000120333.4,729,629,664,580
ENSG00000130940.10,1086,955,1035,970
ENSG00000005073.5,4,3,4,3
ENSG00000271303.1,1688,1363,1342,1073
ENSG00000115165.5,1,3,1,3
ENSG00000111530.8,8986,8205,6890,6726
ENSG00000062096.10,8,4,6,8
ENSG00000163050.12,583,596,517,481
ENSG00000014919.8,214,182,542,459
ENSG00000166333.9,835,491,665,573
ENSG00000268457.1,0,0,0,0
ENSG00000146047.4,0,0,0,0
ENSG00000116001.11,872,782,1004,949
ENSG00000103316.6,45,42,25,21
ENSG00000092201.5,8175,6899,6830,6035
ENSG00000155849.11,17,13,10,8
ENSG00000173261.4,23,18,30,14
ENSG00000253320.1,161,366,242,174
ENSG00000133020.4,2,1,1,1
ENSG00000108702.3,0,1,1,1
ENSG00000166401.9,99,45,51,67
ENSG00000182054.5,12571,10366,9853,10023
ENSG00000129009.8,1,0,0,1
ENSG00000213424.4,1,1,1,1
ENSG00000099995.14,2401,1850,1839,1527
ENSG00000164023.10,156,118,123,150
ENSG00000103429.6,1370,1155,993,814
ENSG00000178053.13,710,655,634,546
ENSG00000185561.8,5,8,8,6
ENSG00000128294.11,2405,2133,2132,1987
ENSG00000115145.5,779,750,795,792
ENSG00000102924.7,0,0,0,0
ENSG00000166153.12,21,8,12,717
ENSG00000181085.10,196,243,293,213
ENSG00000145779.7,145,148,108,100
ENSG00000107864.10,245,406,293,223
ENSG00000116754.9,1724,1856,2171,1386
ENSG00000197586.8,1933,1637,1599,1350
ENSG00000167414.4,0,0,0,0
ENSG00000131051.16,7164,6065,6145,5208
ENSG00000111077.13,363,183,164,69
ENSG00000130988.8,7,5,3,3
ENSG00000165175.11,1590,1347,1345,1313
ENSG00000131233.8,2,3,5,15
ENSG00000075826.12,7,1120,1,7
ENSG00000229665.4,1,0,0,0
ENSG00000188803.10,13,11,6,22
ENSG00000143393.12,3916,3118,3690,3487
ENSG00000128463.8,1015,916,861,771
ENSG00000198223.10,4,4,2,4
ENSG00000163689.14,41,41,71,57
ENSG00000174429.3,3,1,5,2
ENSG00000168872.11,1992,1519,1437,1292
ENSG00000007944.10,662,403,487,809
ENSG00000139797.7,0,0,0,0
ENSG00000072786.8,845,601,663,622
ENSG00000257529.1,199,209,6,55
ENSG00000149201.5,17,21,17,26
ENSG00000155438.7,1275,1095,563,513
ENSG00000213231.8,7,3,1,5
ENSG00000132024.13,1860,1475,1380,1293
ENSG00000259159.1,0,0,0,0
ENSG00000160539.4,4,2,4,5
ENSG00000023608.4,212,192,153,125
ENSG00000176124.7,377,731,775,764
ENSG00000165349.7,1,0,0,2
ENSG00000171446.6,0,0,0,0
ENSG00000138669.5,9,7,2,11
ENSG00000143217.7,587,497,1154,994
ENSG00000262209.1,46,3,24,25
ENSG00000196812.4,155,93,59,146
ENSG00000144233.5,1996,1731,1424,1199
ENSG00000185985.7,0,0,0,1
ENSG00000089775.7,725,852,346,811
ENSG00000198056.9,288,276,241,267
ENSG00000261052.1,839,277,377,319
ENSG00000156253.2,190,249,260,254
ENSG00000237102.2,19,2,32,25
ENSG00000178287.13,0,1,0,1
ENSG00000197416.4,0,0,1,1
ENSG00000256950.2,9,11,5,12
ENSG00000134326.7,59,172,213,322
ENSG00000052749.9,2689,2353,1372,1178
ENSG00000180228.8,596,655,530,507
ENSG00000186047.9,172,333,287,286
ENSG00000086758.11,19110,14934,16649,15244
ENSG00000197932.3,2,2,2,2
ENSG00000213064.5,1366,496,1099,1084
ENSG00000100242.11,1508,1268,995,1250
ENSG00000215203.2,2,3,2,5
ENSG00000128534.3,1162,1188,1100,1113
ENSG00000038274.12,708,634,671,657
ENSG00000155622.6,0,0,0,0
ENSG00000184486.7,6,3,6,3
ENSG00000214216.6,16,8,5,0
ENSG00000179832.13,3311,2648,2679,2435
ENSG00000099866.10,10,8,11,7
ENSG00000114942.9,5141,3820,3950,3389
ENSG00000124787.9,235,226,236,172
ENSG00000086205.12,9,6,6,11
ENSG00000224051.2,306,264,218,280
ENSG00000124664.6,3216,2606,2815,2487
ENSG00000107874.6,748,601,642,546
ENSG00000171643.9,7,10,8,8
ENSG00000243627.4,3,1,1,2
ENSG00000203815.2,15,10,16,13
ENSG00000196839.8,6,4,2,6
ENSG00000076248.6,3946,3418,3090,2809
ENSG00000162065.7,312,290,240,171
ENSG00000255863.1,64,121,91,1
ENSG00000171425.5,158,120,160,95
ENSG00000170458.9,9,10,8,5
ENSG00000181004.5,29,21,45,36
ENSG00000007062.7,10,6,8,14
ENSG00000158828.5,1039,857,923,815
ENSG00000197608.7,49,47,18,20
ENSG00000142173.10,65,65,42,51
ENSG00000176396.9,285,296,289,273
ENSG00000136997.10,6417,5419,679,571
ENSG00000127529.7,0,0,0,1
ENSG00000074706.9,16,7,7,22
ENSG00000100216.4,1147,907,891,805
ENSG00000155975.5,803,635,628,509
ENSG00000152583.8,12,8,22,9
ENSG00000142621.15,7,21,14,20
ENSG00000189367.10,2,2,2,3
ENSG00000183520.7,709,621,582,476
ENSG00000132849.14,2530,2380,2236,1792
ENSG00000258792.1,1,1,1,2
ENSG00000267618.1,79,22,73,13
ENSG00000269279.1,0,0,0,0
ENSG00000168676.6,9,5,3,6
ENSG00000180096.7,22,9,22,0
ENSG00000178934.4,0,0,0,0
ENSG00000249861.3,0,0,0,0
ENSG00000124731.8,1,0,0,0
ENSG00000127884.4,5117,4252,4474,3915
ENSG00000187082.2,1,0,1,1
ENSG00000167741.6,6,5,3,2
ENSG00000182890.3,414,408,45,408
ENSG00000101624.6,138,94,157,51
ENSG00000102387.11,16,12,12,23
ENSG00000186439.8,6,5,3,16
ENSG00000078795.12,899,28,32,22
ENSG00000204086.3,1,2,2,2
ENSG00000163098.3,0,0,0,0
ENSG00000109452.8,2775,2435,2342,2418
ENSG00000116883.8,36,22,28,80
ENSG00000020426.6,666,538,477,468
ENSG00000203784.2,0,0,0,2
ENSG00000112769.14,5,2,2,8
ENSG00000182400.10,1459,1551,1304,1248
ENSG00000109320.7,1558,1322,1331,1222
ENSG00000109534.12,790,677,494,451
ENSG00000089157.11,34707,27329,29498,25081
ENSG00000170956.12,3,3,3,6
ENSG00000205420.6,1,0,0,2
ENSG00000183640.4,0,0,0,0
ENSG00000115602.12,0,0,0,0
ENSG00000106799.8,904,780,803,721
ENSG00000115085.9,5,4,2,6
ENSG00000048649.9,2860,2910,3280,2904
ENSG00000223417.4,0,1,0,0
ENSG00000160678.7,2,10,94,0
ENSG00000161958.6,83,79,108,51
ENSG00000168930.9,0,0,1,1
ENSG00000148308.13,1283,1160,1115,1086
ENSG00000221821.2,124,116,125,105
ENSG00000115963.9,48,79,85,155
ENSG00000112996.5,770,760,505,457
ENSG00000112242.10,1588,1541,1294,1098
ENSG00000006453.9,4135,3797,3724,3497
ENSG00000203972.5,5,3,4,6
ENSG00000232850.1,2,2,3,2
ENSG00000136839.1,0,0,0,0
ENSG00000214575.5,10,7,8,16
ENSG00000143553.6,563,472,516,482
ENSG00000216490.3,1086,874,965,861
ENSG00000135315.7,18,31,31,38
ENSG00000114054.9,1767,1366,1529,1217
ENSG00000163586.5,0,2,0,0
ENSG00000175928.5,4,5,3,1
ENSG00000143632.10,139,114,39,134
ENSG00000181698.2,0,0,0,0
ENSG00000244187.3,499,463,535,428
ENSG00000090659.13,6,3,4,4
ENSG00000179922.5,198,177,198,204
ENSG00000162734.8,3460,2647,2797,2487
ENSG00000182853.7,11,11,13,9
ENSG00000137154.8,11441,8815,9940,8272
ENSG00000243056.1,6,7,4,2
ENSG00000150594.5,6,5,2,2
ENSG00000134470.15,60,44,37,39
ENSG00000166452.7,150,102,142,114
ENSG00000081842.13,105,5,98,19
ENSG00000123352.13,1765,1519,1629,1607
ENSG00000126775.8,540,514,580,595
ENSG00000113749.5,3,1,3,2
ENSG00000164520.7,7,11,24,16
ENSG00000129244.4,5,3,1,2
ENSG00000133878.4,5,6,6,9
ENSG00000197191.3,40,19,27,27
ENSG00000124578.4,0,1,1,0
ENSG00000067445.16,17,14,20,10
ENSG00000034239.6,1,0,1,2
ENSG00000162571.9,16,23,6,12
ENSG00000092421.12,374,162,156,208
ENSG00000087842.6,424,228,232,240
ENSG00000163218.10,5,2,7,9
ENSG00000102753.5,2286,2228,1791,1765
ENSG00000091009.6,1657,1459,1365,1191
ENSG00000147255.13,6,4,5,4
ENSG00000107968.5,289,376,331,233
ENSG00000105821.10,2253,1904,3158,1260
ENSG00000198339.3,0,0,0,0
ENSG00000111142.9,3199,2762,2366,2094
ENSG00000196109.6,4,4,2,2
ENSG00000206418.3,1727,1922,1963,1501
ENSG00000181773.6,3,4,5,7
ENSG00000179271.1,856,732,687,628
ENSG00000268865.1,0,0,0,0
ENSG00000182180.9,1102,1005,912,1374
ENSG00000265264.1,1,17,23,134
ENSG00000099804.4,1230,1065,851,718
ENSG00000112245.6,3786,3446,2990,2676
ENSG00000153563.11,24,16,13,18
ENSG00000158717.6,858,717,604,497
ENSG00000171124.8,15,18,14,11
ENSG00000130402.7,16494,13660,12352,11052
ENSG00000168288.8,1795,1613,1661,1534
ENSG00000198794.7,324,232,141,291
ENSG00000136155.12,1,1,1,5
ENSG00000141034.5,343,132,225,188
ENSG00000188163.6,2,5,2,2
ENSG00000197965.7,990,1230,859,815
ENSG00000133985.2,538,414,591,546
ENSG00000197213.5,4,3,5,4
ENSG00000149679.7,1271,1128,861,964
ENSG00000113013.8,15681,13173,13232,11765
ENSG00000110075.10,3402,2944,3033,2319
ENSG00000129194.3,6,2,2,6
ENSG00000179776.13,40,18,34,49
ENSG00000269155.1,0,0,2,1
ENSG00000112559.9,1,2,2,2
ENSG00000138083.3,0,1,0,0
ENSG00000269515.1,0,0,0,0
ENSG00000104763.13,2463,2205,2190,2310
ENSG00000165105.9,3638,3596,3042,2836
ENSG00000181744.4,188,452,630,563
ENSG00000185303.11,4,4,0,2
ENSG00000170464.5,100,99,52,89
ENSG00000196455.3,1111,1062,1092,953
ENSG00000075391.12,407,322,480,360
ENSG00000102243.8,33,28,27,22
ENSG00000178951.4,2092,1735,2137,2227
ENSG00000113140.6,8,4,5,5
ENSG00000186897.3,8,8,11,7
ENSG00000179837.6,1674,1514,1413,1309
ENSG00000179299.12,459,331,494,188
ENSG00000154175.12,15,18,10,17
ENSG00000196337.6,0,0,0,0
ENSG00000168065.11,1,1,1,0
ENSG00000099985.3,4,2,1,1
ENSG00000110218.4,557,432,438,365
ENSG00000255537.1,0,0,0,1
ENSG00000204501.2,0,0,0,0
ENSG00000167536.9,278,302,332,388
ENSG00000184210.5,1,1,0,4
ENSG00000070031.3,0,1,2,2
ENSG00000164347.13,575,510,394,324
ENSG00000131634.9,0,0,0,0
ENSG00000113300.7,2334,2112,1970,1778
ENSG00000269741.1,0,0,0,0
ENSG00000254656.1,2,0,0,0
ENSG00000155097.7,3205,3242,2871,2704
ENSG00000170703.11,3,9,4,12
ENSG00000138600.5,3254,2893,2593,2330
ENSG00000189180.11,1115,825,1319,901
ENSG00000178691.6,1552,1503,1368,1396
ENSG00000166272.12,1923,1502,1642,1440
ENSG00000117395.6,1702,1383,1219,1101
ENSG00000130816.10,4680,3711,4128,3589
ENSG00000184347.10,29,18,23,39
ENSG00000273154.1,91,10,2,4
ENSG00000164808.12,2197,1420,1841,1800
ENSG00000258941.2,9,3,19,8
ENSG00000182521.5,4,2,2,5
ENSG00000109255.7,6,3,4,5
ENSG00000177105.9,352,308,301,256
ENSG00000125375.10,234,225,282,176
ENSG00000174886.8,625,697,576,518
ENSG00000110077.10,0,1,0,0
ENSG00000189241.6,0,0,0,0
ENSG00000073350.9,7309,6168,5927,5535
ENSG00000182022.13,3717,2836,2702,2517
ENSG00000119723.11,286,323,344,175
ENSG00000251369.4,303,301,143,69
ENSG00000204569.5,0,1,0,1
ENSG00000254685.2,13,12,106,20
ENSG00000269027.1,0,0,0,0
ENSG00000213390.6,20,42,45,46
ENSG00000165118.10,471,426,425,418
ENSG00000134371.9,1727,1480,1427,1447
ENSG00000127366.4,15,9,10,9
ENSG00000127081.9,137,168,160,140
ENSG00000146376.6,201,146,152,110
ENSG00000211448.7,8,10,12,20
ENSG00000261740.1,62,308,237,50
ENSG00000196449.3,533,472,297,278
ENSG00000144488.10,2,1,0,1
ENSG00000177462.6,0,1,0,0
ENSG00000174123.6,1,1,0,0
ENSG00000187605.11,4314,3635,3692,3502
ENSG00000163683.7,2077,2578,1926,2447
ENSG00000176563.5,3,1,1,2
ENSG00000125898.8,983,804,757,708
ENSG00000141086.13,36,23,8,8
ENSG00000270316.1,15,7,1,24
ENSG00000164715.5,2438,2162,2294,2079
ENSG00000267260.1,4,2,1,2
ENSG00000204954.5,428,304,253,242
ENSG00000124613.4,31,18,29,24
ENSG00000174206.8,593,565,389,141
ENSG00000106483.7,23,2,22,4
ENSG00000135624.11,7043,5651,5607,4914
ENSG00000170234.8,308,188,218,244
ENSG00000133067.13,17,22,13,29
ENSG00000006638.7,6,3,4,4
ENSG00000134594.4,2,5,5,2
ENSG00000182870.8,17,20,20,18
ENSG00000141965.3,1268,1023,895,754
ENSG00000175283.7,0,0,1006,0
ENSG00000213185.2,101,87,102,45
ENSG00000168542.8,2727,2263,2583,2224
ENSG00000079974.13,259,183,271,197
ENSG00000124459.7,153,129,115,171
ENSG00000149115.9,3388,2853,3476,3168
ENSG00000121905.5,3,14,11,13
ENSG00000187051.4,833,662,667,578
ENSG00000100156.6,66,40,58,50
ENSG00000168096.10,559,334,267,225
ENSG00000104765.10,1445,620,726,622
ENSG00000099999.10,21,28,38,38
ENSG00000145362.12,333,291,278,278
ENSG00000166157.12,240,227,123,255
ENSG00000166405.10,2,3,2,3
ENSG00000203863.1,0,0,1,3
ENSG00000099715.10,5570,4519,3988,3432
ENSG00000163013.7,701,373,605,462
ENSG00000238091.1,0,0,0,0
ENSG00000188613.5,97,99,88,92
ENSG00000205330.2,0,0,0,0
ENSG00000144712.7,58,14,14,43
ENSG00000134815.14,1311,1158,648,485
ENSG00000110367.7,5250,4859,4773,5049
ENSG00000198535.5,11,11,3,5
ENSG00000155833.10,1,1,0,1
ENSG00000176909.7,9,5,11,8
ENSG00000196260.3,0,0,0,0
ENSG00000133710.11,2,1,3,3
ENSG00000157212.14,1741,1618,1593,1262
ENSG00000131711.10,63,182,117,245
ENSG00000231274.4,2,3,5,4
ENSG00000244411.2,15,11,7,7
ENSG00000169282.13,206,177,161,168
ENSG00000254585.1,0,0,0,0
ENSG00000196171.2,0,0,0,0
ENSG00000089327.10,3,3,6,5
ENSG00000070061.10,1819,1596,1482,1305
ENSG00000232013.1,15,20,4,3
ENSG00000039123.11,1231,1099,1005,995
ENSG00000168619.11,5,5,5,4
ENSG00000184368.11,3,12,11,9
ENSG00000197851.3,1,1,0,0
ENSG00000163472.14,154,125,170,171
ENSG00000167995.11,41,25,37,32
ENSG00000273452.1,5,3,4,6
ENSG00000164093.11,23,24,43,32
ENSG00000182378.8,150,133,160,135
ENSG00000136114.11,28,17,19,14
ENSG00000102858.8,2850,2052,1731,2076
ENSG00000104299.10,303,263,220,229
ENSG00000075089.5,709,721,710,1510
ENSG00000137275.9,1415,1091,1386,1183
ENSG00000151726.9,595,978,505,424
ENSG00000188883.4,30,16,31,38
ENSG00000148399.7,770,563,478,441
ENSG00000168077.9,51,79,135,39
ENSG00000214212.4,72,67,73,62
ENSG00000137656.7,450,336,274,400
ENSG00000188620.9,0,1,0,0
ENSG00000164465.14,357,432,324,339
ENSG00000165832.4,870,796,818,751
ENSG00000170373.4,1,2,2,0
ENSG00000272896.1,17,4,1,2
ENSG00000160882.7,0,0,0,0
ENSG00000258588.2,49,30,7,53
ENSG00000100266.13,1555,926,1188,1282
ENSG00000141458.8,2175,1840,1603,3653
ENSG00000155066.11,1085,1035,1090,1238
ENSG00000164825.3,1,1,1,2
ENSG00000203747.5,21,16,17,23
ENSG00000175143.3,0,1,0,0
ENSG00000100196.6,74,53,55,71
ENSG00000187778.9,2619,4023,2093,3649
ENSG00000152253.4,548,492,440,1063
ENSG00000205629.7,983,903,778,588
ENSG00000141425.13,2081,1842,1871,1705
ENSG00000125363.10,0,0,0,0
ENSG00000196155.8,117,113,127,115
ENSG00000114209.10,1285,1131,1192,1040
ENSG00000215346.3,7,1,5,4
ENSG00000108518.7,12010,9858,10008,8863
ENSG00000225781.1,0,0,0,0
ENSG00000122390.13,926,462,505,598
ENSG00000108578.10,558,449,515,402
ENSG00000185215.4,318,147,316,293
ENSG00000149418.6,3410,2886,2948,2738
ENSG00000172640.2,2,1,6,3
ENSG00000204711.4,3,1,2,4
ENSG00000147475.10,1272,936,2093,973
ENSG00000139131.8,338,275,266,252
ENSG00000165113.8,120,118,147,113
ENSG00000123219.8,258,268,318,252
ENSG00000127743.5,4,2,2,4
ENSG00000140488.10,3,1,1,1
ENSG00000164089.4,1,1,1,2
ENSG00000125246.11,24,40,69,76
ENSG00000224916.4,0,0,0,0
ENSG00000170632.9,1763,1369,1164,1017
ENSG00000254706.1,44,138,27,8
ENSG00000145041.11,1200,1039,875,726
ENSG00000143333.6,885,746,689,670
ENSG00000123975.4,1909,1657,1688,1502
ENSG00000141698.12,337,357,215,236
ENSG00000167165.14,3,5,0,6
ENSG00000196976.5,1340,1210,1088,1042
ENSG00000176742.1,0,0,0,0
ENSG00000158417.6,3284,2955,2332,2022
ENSG00000163486.8,1379,1209,1259,1182
ENSG00000153093.14,128,134,143,103
ENSG00000142675.13,394,365,271,347
ENSG00000115194.6,35,29,56,52
ENSG00000119681.7,21,39,36,38
ENSG00000135272.5,2,3,3,5
ENSG00000103335.15,28456,24020,21423,18747
ENSG00000170381.8,318,237,224,296
ENSG00000272333.1,2915,2312,2201,1970
ENSG00000130818.6,5,3,4,3
ENSG00000184032.2,0,0,0,0
ENSG00000102743.10,785,741,554,478
ENSG00000164253.8,3357,2755,2438,2678
ENSG00000204880.6,0,0,0,0
ENSG00000105879.7,1614,1435,1345,1313
ENSG00000198283.2,0,0,0,0
ENSG00000110628.9,234,465,231,211
ENSG00000095713.9,117,85,5,11
ENSG00000185760.11,13,21,18,21
ENSG00000173230.11,5200,4701,5132,4302
ENSG00000154162.9,331,592,256,208
ENSG00000213780.6,0,0,0,0
ENSG00000121769.3,52,39,46,30
ENSG00000158941.12,3247,2609,2367,2381
ENSG00000167191.7,33,42,43,43
ENSG00000254445.1,8,29,4,18
ENSG00000163040.10,293,224,241,250
ENSG00000198363.11,33544,26393,23857,19865
ENSG00000204348.5,7,5,5,5
ENSG00000204634.8,669,629,612,495
ENSG00000198727.2,126228,101648,104830,86386
ENSG00000155659.10,1,0,0,0
ENSG00000145996.7,220,247,234,187
ENSG00000182134.11,327,276,408,349
ENSG00000198133.4,220,0,0,47
ENSG00000175018.8,25,29,28,29
ENSG00000197114.7,817,726,718,646
ENSG00000176222.7,37,42,51,47
ENSG00000204183.1,0,2,1,1
ENSG00000162779.16,87,60,78,75
ENSG00000069431.6,21,13,14,17
ENSG00000171489.6,0,0,0,0
ENSG00000143494.11,41,15,68,34
ENSG00000171858.13,7408,6097,6238,5293
ENSG00000168246.5,701,731,696,621
ENSG00000145428.10,3,1,1,4
ENSG00000153789.8,3,2,1,3
ENSG00000139880.15,795,622,597,465
ENSG00000241794.1,0,0,0,1
ENSG00000215020.3,1,3,3,2
ENSG00000254415.3,0,0,1,2
ENSG00000196218.7,17,13,9,23
ENSG00000170004.12,8643,6390,7524,6740
ENSG00000123131.8,1267,1118,1054,926
ENSG00000189334.4,72,50,62,45
ENSG00000185261.9,393,451,344,317
ENSG00000168672.3,2056,2714,2760,7102
ENSG00000140465.9,861,585,715,672
ENSG00000145526.7,161,191,42,95
ENSG00000112419.10,573,509,852,842
ENSG00000167702.7,3202,2287,2333,2090
ENSG00000221837.4,0,0,0,0
ENSG00000204642.9,2,2,1,1
ENSG00000145945.5,338,277,254,217
ENSG00000147394.14,2552,2124,1880,1705
ENSG00000152213.3,77,65,87,82
ENSG00000269165.1,0,0,0,0
ENSG00000177504.9,1,1,1,0
ENSG00000063127.11,69,38,39,59
ENSG00000135914.5,0,0,0,0
ENSG00000141905.13,1748,1352,686,757
ENSG00000156398.8,574,324,174,93
ENSG00000068120.10,319,221,212,298
ENSG00000108654.7,38152,30883,31419,27407
ENSG00000245848.2,685,597,542,547
ENSG00000092607.9,8,9,11,10
ENSG00000149792.4,705,519,412,317
ENSG00000151287.12,295,224,237,256
ENSG00000243772.2,0,0,0,0
ENSG00000118513.14,1805,1527,231,225
ENSG00000188086.8,3,2,2,6
ENSG00000162618.8,2,2,1,2
ENSG00000197102.6,20977,17201,18228,15983
ENSG00000102312.16,126,95,87,53
ENSG00000174839.8,919,859,841,829
ENSG00000182793.6,0,0,0,1
ENSG00000185650.8,2116,1763,679,1218
ENSG00000185087.7,3,3,4,10
ENSG00000197375.8,3697,3691,1241,1073
ENSG00000124126.9,12249,9689,9472,8442
ENSG00000155629.10,36,34,38,36
ENSG00000119866.16,1,1,1,8
ENSG00000104371.4,0,0,2,0
ENSG00000100429.13,267,244,250,132
ENSG00000185753.8,578,560,371,336
ENSG00000158077.4,2,1,1,1
ENSG00000165194.10,60,62,21,24
ENSG00000189269.8,10,7,4,6
ENSG00000105613.5,12,3,3,7
ENSG00000163354.10,58,58,44,32
ENSG00000170367.4,12,8,7,10
ENSG00000156873.11,949,839,990,981
ENSG00000167468.12,4072,3380,3357,3000
ENSG00000007968.6,438,419,598,464
ENSG00000049323.11,2578,2161,2073,2023
ENSG00000158571.6,63,45,53,81
ENSG00000115756.8,493,545,466,385
ENSG00000130348.7,466,418,250,339
ENSG00000138378.13,4,11,14,10
ENSG00000111790.9,653,641,678,639
ENSG00000084628.5,55,46,20,10
ENSG00000164073.5,556,1258,657,1177
ENSG00000206559.3,41,42,64,67
ENSG00000267120.3,41,13,35,14
ENSG00000004468.8,3,2,2,3
ENSG00000170153.6,215,192,17,206
ENSG00000174100.5,474,445,466,396
ENSG00000171033.8,515,515,443,545
ENSG00000175792.7,8196,6219,2150,1170
ENSG00000242019.1,0,0,0,0
ENSG00000164106.3,15,24,22,14
ENSG00000171160.13,25,10,20,17
ENSG00000203872.6,5,4,5,4
ENSG00000221989.2,0,0,0,0
ENSG00000172354.5,10154,7932,8624,7330
ENSG00000237896.2,5,3,2,5
ENSG00000106246.13,1280,1588,1190,1167
ENSG00000141068.9,48,51,31,59
ENSG00000159363.13,1234,965,854,792
ENSG00000121281.8,8,29,16,12
ENSG00000181409.7,39,36,24,19
ENSG00000128604.14,50,148,112,97
ENSG00000171204.8,967,929,770,698
ENSG00000053371.8,965,928,827,756
ENSG00000145214.9,781,676,575,506
ENSG00000159256.8,458,323,402,335
ENSG00000100575.9,499,453,333,290
ENSG00000168894.5,771,631,748,588
ENSG00000176102.7,797,1553,696,1675
ENSG00000206557.5,23,23,33,37
ENSG00000160953.10,539,528,390,207
ENSG00000177732.6,1049,944,957,864
ENSG00000125388.15,145,120,107,110
ENSG00000167815.7,4780,2821,3857,2776
ENSG00000103174.7,207,167,142,127
ENSG00000023171.10,78,62,61,61
ENSG00000185947.10,541,527,427,387
ENSG00000135929.4,24,8,14,13
ENSG00000187848.8,311,218,262,193
ENSG00000157014.6,1710,1277,2148,1881
ENSG00000006625.13,2047,1814,1797,1780
ENSG00000249104.1,0,0,0,1
ENSG00000112365.4,627,496,235,259
ENSG00000083307.6,5337,4368,3708,3205
ENSG00000135486.13,4118,3465,4020,3417
ENSG00000107938.13,1224,1239,876,830
ENSG00000216588.4,14,6,11,11
ENSG00000066336.7,3,4,3,2
ENSG00000180658.2,0,0,0,0
ENSG00000173421.12,6,6,7,6
ENSG00000266208.1,706,613,520,456
ENSG00000137819.9,195,45,269,252
ENSG00000196407.7,34,46,43,46
ENSG00000204851.5,0,0,0,0
ENSG00000145864.8,8,11,6,7
ENSG00000114391.8,6942,5643,5934,5310
ENSG00000131370.11,4682,3777,3094,2846
ENSG00000130701.3,225,215,409,383
ENSG00000159184.7,5,4,2,2
ENSG00000176842.10,576,513,613,589
ENSG00000140688.12,1399,1165,1211,1074
ENSG00000205441.4,0,0,0,0
ENSG00000164967.5,228,203,191,164
ENSG00000250641.1,0,0,0,0
ENSG00000102781.9,139,71,28,123
ENSG00000109046.10,1644,1432,1487,1413
ENSG00000179886.4,478,291,326,281
ENSG00000175604.2,0,0,0,0
ENSG00000180913.2,0,0,0,0
ENSG00000128652.7,1,1,1,0
ENSG00000116983.8,1,3,1,4
ENSG00000177426.16,628,835,930,898
ENSG00000171116.7,28,21,18,14
ENSG00000228927.5,0,0,0,0
ENSG00000179168.10,25,25,21,22
ENSG00000168229.3,1,1,0,1
ENSG00000108883.8,2267,1810,4318,1824
ENSG00000132698.9,2918,2271,2567,2238
ENSG00000197980.7,201,189,147,180
ENSG00000101812.8,1,1,1,1
ENSG00000152749.7,484,588,458,499
ENSG00000136939.1,0,0,0,1
ENSG00000234469.2,1,0,0,1
ENSG00000196644.8,799,826,764,679
ENSG00000100412.11,4038,3407,3208,3045
ENSG00000123094.11,544,195,411,327
ENSG00000173805.11,21,7,3,8
ENSG00000187969.4,0,0,0,0
ENSG00000139182.9,52,49,79,54
ENSG00000242802.2,1911,1768,1486,1477
ENSG00000063244.8,6873,5547,5719,5144
ENSG00000101335.5,2,2,1,0
ENSG00000267740.1,66,1,9,84
ENSG00000109971.9,27809,22141,19795,15664
ENSG00000173678.10,0,0,0,0
ENSG00000138594.8,5302,4880,4552,4664
ENSG00000129450.4,4,4,6,3
ENSG00000102032.8,125,126,133,148
ENSG00000134330.14,508,399,414,348
ENSG00000244274.3,95,34,10,75
ENSG00000172680.1,0,0,0,0
ENSG00000177238.9,4,3,2,4
ENSG00000175866.11,1079,951,1089,935
ENSG00000008952.12,2737,2450,2061,1897
ENSG00000124228.10,2554,2074,3968,1728
ENSG00000196620.4,5,6,4,1
